from,to,value
337059,337071,3
337059,60263,2
337059,299632,6
337059,62779,1
337059,259678,4
337059,337088,4
337059,56726,1
83112,83112,1
337071,337071,7
337071,337059,3
337071,299632,2
337071,259678,2
337071,337088,3
99505,99505,2
99505,149845,1
99507,99507,49
99507,59188,1
99507,69031,1
99507,61248,1
99507,61764,1
99507,204192,2
99507,274045,1
99507,208324,1
99507,64920,1
99507,56960,1
83128,83128,1
83128,58872,1
99514,99514,6
83136,83136,1
83136,115438,1
83136,82774,1
83136,59276,1
83136,59901,1
83136,60194,1
83136,85265,1
83136,81131,1
83136,61035,1
83136,61996,1
83139,83139,9
83139,66010,1
83139,107145,1
83139,54200,2
83139,54205,1
83139,81718,1
83139,81747,1
337092,337092,5
337092,124973,1
337092,125131,2
337092,85004,1
337092,61453,1
337092,61454,2
337092,324251,1
337092,88802,1
83153,83153,1
108067,108067,1
124135,124135,4
83181,83181,6
83181,80609,1
83181,83183,1
83181,118028,1
83181,154379,2
83181,83104,1
83183,83183,9
83183,80609,1
83183,59206,1
83183,131683,1
83183,83181,1
83183,59874,1
83183,60542,1
83183,61034,1
83183,61721,1
83183,62779,1
83183,80587,2
83183,86572,1
127189,127189,1
83499,83499,1
83499,90356,1
124178,124178,1
124178,81161,1
124178,81188,1
148757,148757,1
83225,83225,1
83225,65854,1
83225,63613,1
83225,244246,1
63023,63023,2
63023,86575,1
63023,63613,1
63023,80575,1
63023,154379,1
124191,124191,5
124191,82588,1
124191,82589,2
124191,124212,1
124191,68771,1
124201,124201,1
197933,197933,1
197933,82924,1
124212,124212,5
124212,124191,1
124212,82427,1
124212,68771,1
58680,58680,1
124979,124979,1
189774,189774,1
189774,81304,1
83513,83513,2
83513,82187,1
58712,58712,2
58712,147961,1
58712,70610,1
108090,108090,1
124260,124260,13
124260,82596,1
124260,58326,1
124260,58428,1
124260,58510,1
124260,125092,1
124260,142748,1
124260,59935,1
124260,60053,1
124260,56479,1
124260,60714,1
124260,85334,1
124260,61173,1
124260,184513,1
124260,61725,1
124260,103403,1
124260,70868,1
124260,86508,1
124260,194019,1
124260,87596,1
124260,133731,1
124260,58676,1
124260,57203,1
124262,124262,25
124262,82596,1
124262,58429,1
124262,124263,1
124262,124266,2
124262,58893,1
124262,59288,1
124262,224017,1
124262,84998,3
124262,85334,1
124262,85376,1
124262,85380,5
124262,62779,1
124262,86508,1
124262,103914,1
124262,86572,2
124262,97159,2
124262,86573,2
124262,56895,2
124262,114606,1
124263,124263,9
124263,82589,1
124263,82596,1
124263,58429,1
124263,124262,1
124263,124266,1
124263,59288,1
124263,85376,1
124263,56895,1
63036,63036,1
63036,52898,1
63036,64671,1
124266,124266,2
124266,82596,1
124266,58429,1
124266,124262,2
124266,124263,1
124266,58893,1
124266,59288,1
124266,85376,1
124266,56895,1
61968,61968,11
61968,59288,1
61968,59784,2
61968,150358,2
61968,60263,1
61968,86933,1
61968,62364,2
61968,72351,1
61968,80701,1
61968,57136,2
61968,57203,2
86679,86679,1
124286,124286,6
82427,82427,5
82427,82588,1
82427,124212,1
82427,85483,1
124290,124290,10
124290,82396,6
124290,86572,1
124290,61996,1
124290,81129,1
61676,61676,1
165262,165262,2
99728,99728,2
124305,124305,115
124305,110477,1
124305,98634,1
124305,58137,1
124305,124310,2
124305,108081,1
124305,125139,1
124305,84998,1
124305,110296,3
124305,110408,1
124305,61454,3
124305,86034,1
124305,70088,1
124305,86559,1
124305,127903,1
124305,54460,19
124305,87267,2
124305,56890,1
124305,86572,2
124305,61996,11
124305,110415,1
124305,56726,1
124305,122536,1
124305,122575,1
165267,165267,85
165267,59206,10
165267,61529,2
165267,61544,3
165267,132083,1
165267,59051,1
165267,61660,10
165267,59188,1
165267,59196,1
165267,59288,8
165267,59532,9
165267,59874,5
165267,59945,4
165267,60231,10
165267,60542,2
165267,60971,9
165267,61034,4
165267,61248,8
165267,61453,4
165267,61605,12
165267,61725,10
165267,61764,7
165267,61832,2
165267,168640,1
165267,62573,3
124308,124308,16
124308,124310,1
124308,124923,1
124308,68990,1
124308,61173,2
124308,259381,1
58773,58773,1
124310,124310,10
124310,124305,2
124310,124308,1
124310,68990,1
148887,148887,32
148887,59206,1
148887,82577,2
148887,59051,1
148887,61660,4
148887,59551,1
148887,85286,1
148887,59945,1
148887,60117,1
148887,81036,2
148887,60542,5
148887,60714,2
148887,61725,2
148887,61764,1
148887,61832,1
148887,95369,1
148887,111933,1
148887,95937,1
148887,244246,4
99742,99742,2
99742,100273,1
124325,124325,1
124325,58364,1
124325,58435,1
124325,84998,1
124325,307368,1
124325,86783,1
124325,87608,1
124329,124329,5
99755,99755,1
99756,99756,2
99756,100275,1
99756,59551,1
99756,62724,1
99756,208324,2
99762,99762,4
232353,232353,1
125859,125859,3
125859,123359,1
125859,61232,1
125859,126905,1
125859,127056,1
125859,127062,1
125859,86575,2
125859,121188,1
125859,86572,1
247261,247261,2
332028,332028,1
126853,126853,1
126853,82774,1
126853,123799,1
126853,125097,1
126853,322052,1
126853,61891,1
126853,60868,1
126853,54460,1
126853,97449,1
126853,81702,1
142249,142249,3
142249,166233,1
142249,60542,1
142249,61248,1
142249,61832,1
142249,163001,1
142249,142852,1
142249,169412,1
142249,162922,1
142249,64671,1
58872,58872,4
58872,156504,1
58872,132083,1
58872,83128,1
58872,63014,1
337411,337411,10
337411,61486,1
337411,59206,1
337411,82897,1
337411,58989,1
337411,60350,1
337411,59188,2
337411,59508,1
337411,59518,1
337411,59532,2
337411,59551,2
337411,59790,1
337411,59819,1
337411,59874,2
337411,59984,1
337411,60003,1
337411,62834,2
337411,60263,2
337411,60359,1
337411,60473,1
337411,60654,1
337411,60824,1
337411,60868,1
337411,60871,1
337411,60971,2
337411,62601,1
337411,61164,1
337411,61190,1
337411,61223,1
337411,61248,1
337411,61453,1
337411,61454,1
337411,86084,1
337411,59409,1
337411,61725,1
337411,61893,2
337411,62032,1
337411,62136,1
337411,62214,1
337411,62468,1
337411,62493,1
337411,62543,1
337411,62680,1
337411,62724,1
337411,62779,2
337411,62103,2
337411,62364,1
337411,60479,2
337411,62142,1
337411,61317,2
337411,55363,1
337411,60047,2
108043,108043,1
108043,87267,1
108043,95294,1
108043,81479,1
58893,58893,9
58893,124262,1
58893,124266,1
58893,59551,1
58893,60971,1
58893,85951,1
58893,127056,1
58893,87037,2
58893,87267,1
58893,204229,1
58893,97159,1
58893,113893,1
108057,108057,5
108057,108058,1
108058,108058,1
108058,108057,1
108059,108059,2
126896,126896,4
126896,83096,1
126896,126981,1
126896,127383,1
126896,80694,1
108079,108079,2
91704,91704,33
91704,59874,1
91704,60231,1
91704,60971,1
91704,61248,1
91704,86842,1
91704,95378,1
91704,95940,1
91704,71770,1
91704,96536,1
91704,96537,1
91704,113280,7
91704,64671,1
132672,132672,2
132672,316857,1
82187,82187,1
82187,83513,1
83535,83535,2
83535,59186,1
83535,59508,1
83535,59518,1
83535,60263,1
83535,61072,1
83535,62032,1
83535,62335,1
83535,62584,1
83535,59889,1
83535,62082,1
83535,55363,1
83535,60047,1
116322,116322,1
116322,82512,1
116322,72351,1
58989,58989,108
58989,61486,13
58989,59206,22
58989,61938,1
58989,61529,1
58989,82897,4
58989,337411,1
58989,60350,12
58989,61660,1
58989,59135,8
58989,59188,24
58989,59508,1
58989,59518,19
58989,59532,21
58989,59551,2
58989,59790,20
58989,59819,23
58989,59874,26
58989,59984,2
58989,60003,22
58989,62284,3
58989,60075,22
58989,62834,14
58989,60263,17
58989,60284,2
58989,60359,1
58989,60473,16
58989,60654,16
58989,60824,4
58989,60868,1
58989,60871,23
58989,60971,17
58989,61053,3
58989,61090,2
58989,62601,1
58989,61164,15
58989,61190,4
58989,61223,21
58989,61248,8
58989,61264,4
58989,61453,3
58989,61454,18
58989,86084,22
58989,59409,12
58989,61700,4
58989,61764,1
58989,61791,2
58989,61890,1
58989,61893,2
58989,62032,1
58989,62136,1
58989,62180,1
58989,62214,15
58989,54200,6
58989,62468,13
58989,62493,11
58989,62521,8
58989,62680,25
58989,62724,3
58989,62779,27
58989,62103,24
58989,60479,7
58989,62142,1
58989,61317,1
58989,55363,2
58989,62796,2
60350,60350,109
60350,61486,39
60350,59206,15
60350,61529,7
60350,82897,4
60350,61636,2
60350,337411,1
60350,58989,12
60350,59051,1
60350,61660,9
60350,59135,9
60350,59188,63
60350,59508,5
60350,59518,28
60350,59532,37
60350,59551,9
60350,59624,1
60350,59662,1
60350,59790,40
60350,59819,47
60350,59874,43
60350,59901,6
60350,59984,8
60350,60003,14
60350,133733,1
60350,133740,1
60350,62284,3
60350,60075,20
60350,60156,1
60350,62834,35
60350,60263,25
60350,60284,1
60350,60359,1
60350,60369,1
60350,60473,10
60350,60542,1
60350,60587,2
60350,60654,17
60350,61997,1
60350,60714,1
60350,60824,2
60350,60868,3
60350,60871,15
60350,93682,1
60350,60954,1
60350,60971,40
60350,61026,5
60350,61053,10
60350,61072,1
60350,61090,8
60350,62601,4
60350,61164,29
60350,61190,6
60350,61223,48
60350,61231,1
60350,61232,2
60350,61248,12
60350,61264,31
60350,61374,1
60350,61383,1
60350,61404,1
60350,60755,1
60350,61453,4
60350,61454,34
60350,86084,16
60350,59409,37
60350,61581,2
60350,61700,2
60350,61890,2
60350,61893,3
60350,61910,1
60350,62032,2
60350,62136,14
60350,60445,2
60350,62214,12
60350,86842,1
60350,54200,7
60350,62468,24
60350,62493,22
60350,62521,6
60350,62322,2
60350,62644,5
60350,62646,1
60350,62680,46
60350,62724,9
60350,62779,57
60350,62103,24
60350,62823,1
60350,62364,1
60350,60479,19
60350,96213,1
60350,251925,1
60350,121033,1
60350,62142,2
60350,59889,9
60350,244246,1
60350,89382,1
60350,61317,4
60350,89607,1
60350,55363,17
60350,62796,1
93121,93121,3
149142,149142,50
149142,61970,1
149142,103801,3
149142,110339,18
149142,81033,13
149142,57116,3
206495,206495,1
124991,124991,1
124991,84998,1
124991,60654,1
124991,86571,1
124991,86575,1
124991,62468,1
124991,103914,1
124991,86572,1
59051,59051,141
59051,61486,3
59051,59206,2
59051,61938,1
59051,61529,1
59051,82774,1
59051,165267,1
59051,148887,1
59051,60350,1
59051,61660,14
59051,59186,2
59051,59188,4
59051,59288,6
59051,59518,2
59051,59532,6
59051,59551,2
59051,59582,1
59051,59672,1
59051,59702,1
59051,59790,2
59051,59819,7
59051,59856,1
59051,59874,4
59051,59945,8
59051,62834,7
59051,60231,11
59051,60263,1
59051,60318,1
59051,84929,1
59051,60542,15
59051,60680,1
59051,60714,1
59051,60971,6
59051,61053,3
59051,61072,2
59051,61090,1
59051,61164,1
59051,61223,1
59051,61248,5
59051,61264,2
59051,61352,1
59051,61453,9
59051,61454,5
59051,59409,8
59051,61605,12
59051,53504,1
59051,61725,3
59051,61764,2
59051,61832,4
59051,61893,8
59051,61908,1
59051,111146,1
59051,62136,3
59051,62242,1
59051,62180,1
59051,62468,1
59051,62543,1
59051,62573,8
59051,62584,2
59051,95369,1
59051,62644,1
59051,62680,3
59051,62724,1
59051,62779,10
59051,62103,9
59051,112023,1
59051,62364,5
59051,316857,1
59051,95934,1
59051,95294,1
59051,62142,2
59051,59889,2
59051,61996,1
59051,244246,5
59051,81181,1
59051,61317,5
59051,55363,7
59051,60047,1
83640,83640,1
83640,60680,1
83640,61804,1
98591,98591,3
98591,98582,2
98591,118679,1
98591,118664,1
98591,118668,1
98591,118701,1
98591,118706,1
98591,118775,1
98591,169991,1
98591,327114,1
98591,118710,1
198343,198343,3
198353,198353,1
198355,198355,2
206549,206549,1
206549,100714,1
198363,198363,2
198363,59945,1
59100,59100,1
59100,61486,1
59100,61938,1
59100,59135,1
59100,59508,1
59100,59532,1
59100,59790,1
59100,59874,1
59100,59901,1
59100,60156,1
59100,60263,1
59100,61053,1
59100,61374,1
59100,61453,1
59100,59409,1
59100,62468,1
141021,141021,1
141021,59784,1
141021,253112,1
141021,82512,1
141021,72351,1
141021,61317,1
141021,55363,1
218830,218830,1
61660,61660,874
61660,82109,1
61660,61486,36
61660,127945,1
61660,98634,1
61660,82267,1
61660,59206,31
61660,82350,1
61660,65852,1
61660,82396,1
61660,123363,1
61660,61938,18
61660,61529,41
61660,61544,8
61660,107145,2
61660,82577,2
61660,271167,1
61660,132083,2
61660,61636,3
61660,165267,10
61660,148887,4
61660,58989,1
61660,60350,9
61660,59051,14
61660,108081,1
61660,59135,10
61660,59188,154
61660,59196,2
61660,59288,20
61660,59425,1
61660,59508,4
61660,59518,22
61660,59532,134
61660,59551,43
61660,59601,3
61660,59662,5
61660,59672,1
61660,59746,1
61660,59786,1
61660,59790,21
61660,133524,1
61660,59819,46
61660,59856,6
61660,59874,68
61660,59901,15
61660,59945,10
61660,59984,7
61660,60003,3
61660,62284,6
61660,60075,12
61660,60156,5
61660,62834,31
61660,70200,1
61660,60231,70
61660,81036,3
61660,60263,12
61660,60284,4
61660,84929,9
61660,60359,1
61660,84998,1
61660,68662,4
61660,60473,3
61660,60542,60
61660,60654,71
61660,60714,6
61660,60756,1
61660,85404,1
61660,60848,4
61660,60868,23
61660,60871,2
61660,60954,1
61660,60971,55
61660,61026,18
61660,61034,15
61660,61053,19
61660,61090,15
61660,62601,4
61660,110296,1
61660,61164,22
61660,61197,1
61660,249630,1
61660,61223,46
61660,61232,59
61660,61248,85
61660,61264,49
61660,58782,1
61660,61374,1
61660,61404,9
61660,60755,3
61660,61453,47
61660,61454,67
61660,86034,2
61660,86084,27
61660,127056,1
61660,59409,20
61660,61581,7
61660,61605,85
61660,61680,11
61660,53504,1
61660,61700,1
61660,61721,2
61660,61725,18
61660,61764,19
61660,61791,8
61660,61825,1
61660,61832,7
61660,81304,1
61660,61893,10
61660,61910,4
61660,86574,1
61660,86575,2
61660,86603,1
61660,62032,1
61660,62136,4
61660,168640,8
61660,60445,4
61660,62180,1
61660,62214,2
61660,86842,1
61660,62318,5
61660,54200,3
61660,119742,2
61660,62288,1
61660,111607,1
61660,62293,8
61660,62468,81
61660,62493,16
61660,62518,5
61660,62521,17
61660,62543,1
61660,301243,2
61660,62573,27
61660,95369,2
61660,95378,2
61660,54440,1
61660,62322,1
61660,62644,2
61660,62680,33
61660,87267,1
61660,185590,2
61660,185591,1
61660,62724,15
61660,62779,171
61660,111933,1
61660,62103,3
61660,62823,1
61660,62364,4
61660,243999,1
61660,95934,1
61660,95937,1
61660,60479,43
61660,257983,1
61660,71770,4
61660,153762,2
61660,55537,1
61660,96536,4
61660,96537,3
61660,121188,1
61660,129382,1
61660,129691,1
61660,56893,1
61660,86572,1
61660,244506,2
61660,59889,14
61660,54431,1
61660,61996,2
61660,162922,2
61660,244246,5
61660,89382,13
61660,56726,1
61660,61317,7
61660,185589,2
61660,327112,1
61660,114152,2
61660,130602,1
61660,55363,43
61660,81591,1
61660,118740,1
61660,81743,1
61660,81747,1
61660,81748,1
61660,60047,2
70164,70164,1
70164,70155,1
70164,70169,1
70164,56439,1
108081,108081,2
108081,98634,2
108081,124305,1
108081,61660,1
108081,85404,1
108081,110296,2
108081,110408,1
108081,86034,1
108081,70088,1
108081,127903,1
108081,87267,2
108081,56893,1
108081,110415,1
108081,122536,1
108081,122575,1
59135,59135,102
59135,61486,26
59135,59206,19
59135,61938,14
59135,61529,5
59135,107145,1
59135,82897,5
59135,58989,8
59135,60350,9
59135,59100,1
59135,61660,10
59135,59188,42
59135,59425,8
59135,59508,1
59135,59518,17
59135,59532,53
59135,59551,11
59135,59662,1
59135,59790,19
59135,59819,11
59135,59856,1
59135,59874,24
59135,59901,8
59135,59984,2
59135,60003,8
59135,62284,6
59135,60075,14
59135,60156,12
59135,62834,8
59135,60263,11
59135,60284,3
59135,60473,10
59135,60654,23
59135,60756,5
59135,60824,1
59135,60868,6
59135,60871,10
59135,60971,24
59135,61026,10
59135,61034,1
59135,61053,4
59135,61090,2
59135,61164,13
59135,61190,9
59135,61223,10
59135,61232,10
59135,61248,22
59135,61264,14
59135,58782,1
59135,61374,1
59135,61404,2
59135,61453,4
59135,61454,38
59135,86084,17
59135,59409,9
59135,61581,5
59135,61680,6
59135,61700,7
59135,61721,6
59135,61725,4
59135,61764,1
59135,61832,2
59135,61890,1
59135,61893,3
59135,62136,1
59135,60445,6
59135,62214,18
59135,54200,4
59135,62293,4
59135,62468,40
59135,62493,7
59135,62521,17
59135,62322,2
59135,62644,2
59135,62680,15
59135,62724,15
59135,62779,58
59135,62103,9
59135,60479,16
59135,52898,1
59135,153762,1
59135,89382,2
59135,61317,1
59135,55363,12
59135,81743,1
59135,81748,1
59135,62796,3
132892,132892,3
132892,131154,1
132892,64671,1
165670,165670,1
59186,59186,26
59186,61486,5
59186,62225,1
59186,83535,1
59186,59051,2
59186,59188,2
59186,62207,1
59186,59432,1
59186,59441,1
59186,59508,5
59186,59513,1
59186,59518,2
59186,59527,4
59186,59551,1
59186,59582,6
59186,85286,1
59186,59624,3
59186,59672,1
59186,59790,1
59186,59819,2
59186,59945,1
59186,60075,2
59186,62834,5
59186,60263,12
59186,60318,2
59186,84929,1
59186,60359,3
59186,60369,2
59186,60654,1
59186,60658,2
59186,60680,2
59186,61053,3
59186,61072,6
59186,61090,3
59186,62601,1
59186,61164,1
59186,61223,6
59186,61453,1
59186,61454,1
59186,59409,2
59186,53504,1
59186,61893,7
59186,61908,1
59186,61910,1
59186,62032,4
59186,62136,1
59186,62242,3
59186,62180,2
59186,54200,1
59186,62493,3
59186,60935,1
59186,62584,4
59186,62596,3
59186,95369,1
59186,62646,1
59186,62680,5
59186,62724,1
59186,62103,1
59186,62877,1
59186,62364,1
59186,95934,1
59186,62142,9
59186,59889,1
59186,253043,1
59186,61317,11
59186,62082,5
59186,55363,11
59186,60047,2
59188,59188,1471
59188,82109,1
59188,61486,318
59188,82260,1
59188,59206,72
59188,61938,40
59188,61529,65
59188,61544,1
59188,107145,1
59188,82583,1
59188,82589,1
59188,82595,1
59188,82897,13
59188,61636,4
59188,99507,1
59188,165267,1
59188,337411,2
59188,58989,24
59188,60350,63
59188,59051,4
59188,61660,154
59188,59135,42
59188,59186,2
59188,59288,2
59188,59425,3
59188,59441,1
59188,59508,45
59188,59518,86
59188,59527,1
59188,59532,345
59188,59551,132
59188,59582,1
59188,59601,2
59188,59662,12
59188,59672,1
59188,59790,256
59188,59819,160
59188,59856,7
59188,59874,358
59188,59901,109
59188,59945,1
59188,59984,14
59188,60003,47
59188,62284,29
59188,60075,110
59188,84730,1
59188,60156,8
59188,62834,103
59188,70200,1
59188,60231,9
59188,60263,85
59188,60284,9
59188,60318,1
59188,60359,2
59188,60369,3
59188,60473,31
59188,60542,9
59188,60587,6
59188,60654,61
59188,60756,4
59188,60824,3
59188,60868,43
59188,60871,45
59188,60971,222
59188,61026,39
59188,61034,11
59188,61053,63
59188,61090,30
59188,62601,17
59188,61164,79
59188,61190,12
59188,61223,219
59188,61232,39
59188,61248,85
59188,61264,286
59188,61339,1
59188,61374,4
59188,61404,26
59188,60755,2
59188,61453,35
59188,61454,233
59188,86084,57
59188,61540,1
59188,59409,153
59188,61581,40
59188,61605,5
59188,61680,8
59188,61700,10
59188,61721,15
59188,61725,5
59188,61764,10
59188,61791,11
59188,61797,2
59188,61804,1
59188,61832,8
59188,81304,1
59188,61890,7
59188,61893,22
59188,61910,1
59188,62032,11
59188,62136,54
59188,60445,17
59188,62242,1
59188,62180,2
59188,62214,34
59188,62264,1
59188,62318,4
59188,54200,11
59188,62288,1
59188,111607,1
59188,62293,24
59188,62468,227
59188,62493,128
59188,62518,7
59188,62521,43
59188,95299,1
59188,62536,1
59188,62543,9
59188,62584,1
59188,62322,8
59188,62644,7
59188,62646,11
59188,54460,1
59188,62680,250
59188,62724,73
59188,62747,1
59188,341281,1
59188,62779,642
59188,62103,118
59188,62823,6
59188,62364,12
59188,60479,119
59188,96084,1
59188,251925,1
59188,153762,1
59188,55537,1
59188,62142,8
59188,59889,36
59188,89382,7
59188,154938,1
59188,155009,1
59188,61341,1
59188,61317,17
59188,327112,1
59188,89607,2
59188,122379,1
59188,62082,3
59188,56960,1
59188,62728,1
59188,55363,244
59188,81591,1
59188,118740,1
59188,81743,1
59188,81747,1
59188,81748,1
59188,60047,2
59188,237426,1
59188,62796,9
59196,59196,24
59196,59206,1
59196,61529,2
59196,165267,1
59196,61660,2
59196,214925,1
59196,59288,1
59196,59532,1
59196,59610,1
59196,59945,1
59196,60542,2
59196,61189,1
59196,53504,1
59196,61832,1
59196,203988,1
149310,149310,19
149310,59288,1
149310,61997,2
149310,61231,1
86807,86807,4
214877,214877,1
214877,54460,1
93157,93157,3
59276,59276,13
59276,90356,2
59276,59206,1
59276,82384,1
59276,115438,1
59276,82772,1
59276,82774,3
59276,123821,2
59276,82918,1
59276,82924,2
59276,82926,1
59276,123906,1
59276,82417,1
59276,83136,1
59276,125354,2
59276,59901,1
59276,61891,1
59276,62834,1
59276,60194,1
59276,60231,3
59276,199542,1
59276,60542,1
59276,85265,2
59276,81131,1
59276,61035,2
59276,61231,2
59276,110424,1
59276,61764,1
59276,111716,1
59276,54989,1
59276,80668,1
59276,61996,2
59276,81033,1
59276,81181,2
59276,81197,2
59276,81200,1
214925,214925,1
214925,59196,1
